PELOTAO                             | SEM_ID | DIA      | PER | DUR | DISC | INST1 | STATUS       | OBS
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 356  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 404  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 2   | 1   | 324  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 3   | 1   | 324  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 324  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 6   | 1   | 324  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 2   | 1   | 364  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 5   | 1   | 364  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 6   | 1   | 364  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 12  | 1   | 364  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 2   | 1   | 372  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 13  | 1   | 911  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 14  | 1   | 911  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 15  | 1   | 911  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 9   | 1   | 1049 | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 2   | 1   | 600  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 3   | 1   | 600  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 566  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 566  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 10  | 1   | 548  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 548  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 548  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 10  | 1   | 762  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 11  | 1   | 762  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 12  | 1   | 762  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 8   | 1   | 650  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 9   | 1   | 650  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 10  | 1   | 617  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 11  | 1   | 617  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 12  | 1   | 617  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 2   | 1   | 730  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 3   | 1   | 730  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 4   | 1   | 794  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 5   | 1   | 794  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 8   | 1   | 634  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 9   | 1   | 634  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 4   | 1   | 650  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 5   | 1   | 650  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 650  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 2   | 1   | 842  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 3   | 1   | 842  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 4   | 1   | 842  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 842  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 6   | 1   | 842  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 8   | 1   | 842  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 9   | 1   | 842  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 2   | 1   | 583  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 3   | 1   | 583  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 4   | 1   | 746  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 5   | 1   | 746  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 6   | 1   | 746  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 2   | 1   | 634  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 3   | 1   | 634  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 4   | 1   | 730  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 5   | 1   | 730  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 6   | 1   | 730  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 8   | 1   | 548  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 9   | 1   | 548  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 10  | 1   | 531  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 11  | 1   | 531  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 12  | 1   | 531  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 2   | 1   | 567  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 3   | 1   | 567  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 4   | 1   | 584  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 5   | 1   | 584  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 584  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 635  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 635  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 10  | 1   | 550  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 550  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 550  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 2   | 1   | 476  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 3   | 1   | 476  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 4   | 1   | 601  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 601  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 6   | 1   | 601  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 8   | 1   | 731  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 9   | 1   | 731  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 10  | 1   | 651  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 11  | 1   | 651  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 12  | 1   | 651  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 2   | 1   | 601  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 3   | 1   | 601  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 4   | 1   | 651  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 5   | 1   | 651  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 6   | 1   | 651  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 10  | 1   | 618  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 11  | 1   | 618  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 12  | 1   | 618  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 2   | 1   | 567  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 3   | 1   | 567  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 6   | 1   | 779  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 8   | 1   | 699  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 9   | 1   | 699  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 10  | 1   | 618  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 11  | 1   | 618  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 8   | 1   | 763  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 9   | 1   | 763  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 2   | 1   | 635  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 3   | 1   | 635  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 4   | 1   | 618  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 5   | 1   | 618  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 8   | 1   | 699  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 9   | 1   | 699  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 10  | 1   | 699  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 11  | 1   | 699  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 12  | 1   | 699  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 2   | 1   | 619  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 3   | 1   | 619  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 5   | 1   | 652  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 652  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 477  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 477  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 636  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 636  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 3   | 1   | 533  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 748  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 6   | 1   | 748  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 11  | 1   | 516  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 8   | 1   | 551  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 9   | 1   | 551  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 5   | 1   | 602  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 6   | 1   | 602  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 2   | 1   | 684  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 3   | 1   | 684  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 8   | 1   | 764  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 2   | 1   | 602  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 3   | 1   | 602  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 5   | 1   | 716  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 6   | 1   | 716  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 11  | 1   | 732  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 12  | 1   | 732  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 2   | 1   | 828  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 3   | 1   | 828  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 5   | 1   | 828  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 6   | 1   | 828  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 8   | 1   | 828  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 9   | 1   | 828  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 11  | 1   | 828  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 741  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 741  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 3   | 1   | 586  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 5   | 1   | 620  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 637  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 637  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 478  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 478  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 2   | 1   | 781  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 3   | 1   | 781  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 637  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 6   | 1   | 637  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 8   | 1   | 653  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 9   | 1   | 653  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 11  | 1   | 552  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 12  | 1   | 552  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 5   | 1   | 534  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 6   | 1   | 534  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 11  | 1   | 765  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 12  | 1   | 765  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 2   | 1   | 517  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 3   | 1   | 517  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 5   | 1   | 603  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 6   | 1   | 603  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 8   | 1   | 637  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 9   | 1   | 637  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 11  | 1   | 765  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 12  | 1   | 765  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 534  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 2   | 1   | 653  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 3   | 1   | 653  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 2   | 1   | 534  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 3   | 1   | 534  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 5   | 1   | 637  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 6   | 1   | 637  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 8   | 1   | 552  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 9   | 1   | 552  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 2   | 1   | 686  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 3   | 1   | 686  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 5   | 1   | 686  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 686  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 766  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 766  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 766  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 766  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 686  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 6   | 1   | 686  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 8   | 1   | 686  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 9   | 1   | 686  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 11  | 1   | 535  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 12  | 1   | 535  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 2   | 1   | 621  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 3   | 1   | 621  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 5   | 1   | 479  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 8   | 1   | 553  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 9   | 1   | 553  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 2   | 1   | 535  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 3   | 1   | 535  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 5   | 1   | 670  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 6   | 1   | 670  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 12  | 1   | 518  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 8   | 1   | 734  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 9   | 1   | 734  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 2   | 1   | 670  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 3   | 1   | 670  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 2   | 1   | 670  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 3   | 1   | 670  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 5   | 1   | 604  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 6   | 1   | 604  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 8   | 1   | 518  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 9   | 1   | 518  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 11  | 1   | 553  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 12  | 1   | 553  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 2   | 1   | 767  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 3   | 1   | 767  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 5   | 1   | 767  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 767  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 703  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 703  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 655  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 655  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 2   | 1   | 519  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 519  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 6   | 1   | 519  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 8   | 1   | 655  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 9   | 1   | 655  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 11  | 1   | 480  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 12  | 1   | 480  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 5   | 1   | 622  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 8   | 1   | 588  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 9   | 1   | 588  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 12  | 1   | 554  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 5   | 1   | 703  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 6   | 1   | 703  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 8   | 1   | 519  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 9   | 1   | 519  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 2   | 1   | 671  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 3   | 1   | 671  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 11  | 1   | 671  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 2   | 1   | 831  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 3   | 1   | 831  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 6   | 1   | 831  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 2   | 1   | 605  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 3   | 1   | 605  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 5   | 1   | 767  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 6   | 1   | 767  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 8   | 1   | 767  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 9   | 1   | 767  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 11  | 1   | 519  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 12  | 1   | 519  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 11  | 1   | 599  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 12  | 1   | 599  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 777  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 8   | 1   | 793  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 3   | 1   | 672  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 520  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 520  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 555  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 555  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 2   | 1   | 768  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 3   | 1   | 768  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 704  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 8   | 1   | 481  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 9   | 1   | 481  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 11  | 1   | 656  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 12  | 1   | 656  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 2   | 1   | 623  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 3   | 1   | 623  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 5   | 1   | 752  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 6   | 1   | 752  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 11  | 1   | 688  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 12  | 1   | 688  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 5   | 1   | 768  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 6   | 1   | 768  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 11  | 1   | 736  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Terça    | 12  | 1   | 736  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 5   | 1   | 704  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 704  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Sexta    | 8   | 1   | 768  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 5   | 1   | 768  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Segunda  | 6   | 1   | 768  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 2   | 1   | 689  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 3   | 1   | 689  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 5   | 1   | 673  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 6   | 1   | 673  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 8   | 1   | 556  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 9   | 1   | 556  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 11  | 1   | 521  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quarta   | 12  | 1   | 521  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 2   | 1   | 689  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 3   | 1   | 689  | 56    | concluido    | None
2º PELOTÃO 2026                     | 49     | Quinta   | 5   | 1   | 769  | 56    | concluido    | None
